KNUMBER|APPLICANT|CONTACT|STREET1|STREET2|CITY|STATE|COUNTRY_CODE|ZIP|POSTAL_CODE|DATERECEIVED|DECISIONDATE|DECISION|REVIEWADVISECOMM|PRODUCTCODE|STATEORSUMM|CLASSADVISECOMM|SSPINDICATOR|TYPE|THIRDPARTY|EXPEDITEDREVIEW|DEVICENAME
K243824|Preat Corporation|Nicholas  Grassel|2625 Skyway Dr, Suite B||Santa Maria|CA|US|93455|93455|12/12/2024|05/08/2025|SESE|DE|NHA|Summary|DE||Traditional|N||Preat Abutments
K243828|CIONIC Inc.|Mihai  Ionescu|1500 Green Hills Road Suite 109||Scotts Valley|CA|US|95066|95066|12/13/2024|05/02/2025|SESE|PM|GZI|Summary|NE||Traditional|N||CIONIC NEURAL SLEEVE (NS-200)
K243830|Shenzhen Trious Medical Technology Co., Ltd|Yingfang  Yi|Rm 102-2, Longtian Tongfuyu Ind Estate #11-3, and Rm 401 &|402, Bldg D3, YingZhan S&T Estate, Longtian Tongfuyu Rd #8;|Shenzhen||CN|||12/13/2024|05/14/2025|SESE|GU|FAD|Summary|GU||Traditional|N||Disposable ureteral stent
K243837|iOrbit Digital Technologies Private Limited|Sandeep  Zende|4th floor, Nagamma Devi Complex, Site No. 22,|Survey No. 81/2E, Bannerghatta Main Road|Bangalore||IN|560076|560076|12/13/2024|05/16/2025|SESE|CV|DRG|Summary|CV||Traditional|N||iBSM
K243852|Elfi-Tech Ltd.|Orly  Maor|150 Derech Menachem Begin||Tel Aviv||IL|6492105|6492105|12/16/2024|04/14/2025|SESE|SU|DPW|Summary|CV||Traditional|N||Elfor-L
K243853|Clarius Mobile Health Corp.|Agatha  Szeliga|205-2980 Virtual Way||Vancouver||CA|V5M 4X3|V5M 4X3|12/16/2024|04/16/2025|SESE|RA|QIH|Summary|RA||Traditional|N||Clarius Prostate AI
K243855|CareFusion 303, Inc.|Darin  Oppenheimer|10020 Pacific Mesa Blvd||San Diego|CA|US|92121|92121|12/16/2024|04/25/2025|SESE|HO|FRN|Summary|HO||Traditional|N||BD Alaris Infusion System with Guardrails Suite MX
K243857|Shanghai AnQing Medical Instrument Co., Ltd.|Shuwen  Fan|3 & 4 Floor, No.2 Building, 366 Huiqing Rd,|East Zhangjiang High-Tech Park|Shanghai||CN|201201|201201|12/16/2024|04/11/2025|SESE|GU|FGB|Summary|GU||Traditional|N||Flexible Ureterorenoscope (US27F-12-EU; US27F-12-US)
K243861|Compact Medical, Inc.|Jonathan  Merrell|525 South Meridian St.|Suite 2D2|Indianapolis|IN|US|46259|46259|12/16/2024|04/25/2025|SESE|AN|BTM|Summary|AN||Traditional|N||butterflyBVM
K243870|Traferox Technologies Inc.|Anuradha  Iyer|3505, Laird Rd. Unit 16||Mississauga||CA|L5L 5Y7|L5L 5Y7|12/17/2024|05/01/2025|SESE|GU|KDN|Summary|GU||Traditional|N||X°Port Lung Preservation System; X°Port Lung Preservation Solution
K243875|Spectrum Antimicrobials, Inc.|Hoji  Alimi|1770 Corporate Circle||Petaluma|CA|US|94954|94954|12/17/2024|04/21/2025|SESE|SU|FRO|Summary|||Traditional|N||Spectricept Skin and Wound Cleanser
K243876|STERIS Corporation|Logan  Persons|5960 Heisley Rd||Mentor|OH|US|44060|44060|12/18/2024|04/25/2025|SESE|HO|JOJ|Summary|HO||Special|N||VERIFY STEAM Integrating Indicator
K243878|Carl Zeiss Meditec, Inc.|Tanesha  Bland|5300 Central Parkway||Dublin|CA|US|94568|94568|12/18/2024|04/17/2025|SESE|OP|QER|Summary|OP||Traditional|N||CLARUS (700)
K243886|INRAD, Inc|Heidi  Halverson|4375 Donker Court SE||Kentwood|MI|US|49512|49512|12/18/2024|04/29/2025|SESE|SU|KNW|Summary|GU||Traditional|N||ExpressCore Biopsy Device
K243888|Medline Industries, LP|Jennifer  Mason|Three Lakes Drive||Northfield|IL|US|60030|60030|12/18/2024|04/11/2025|SESE|OR|JDR|Summary|OR||Traditional|N||Medline UNITE®  REFLEX®  Hybrid Nitinol Implant System
K243889|Orthocell Ltd.|Kelly  Hunter|Building 191, Murdoch University, South Street||Murdoch||AU|6150|6150|12/18/2024|04/02/2025|SESE|NE|JXI|Summary|NE||Traditional|N||Remplir (ON-152, 15 x 20 mm); Remplir (ON-203, 20 x 30 mm); Remplir (ON-304, 30 x 40 mm); Remplir (ON-405, 40 x 50 mm)
K243893|Pearl, Inc.|Ashley  Brown|2515 Benedict Canyon Dr.||Beverly Hills|CA|US|90210|90210|12/18/2024|05/05/2025|SESE|RA|MYN|Summary|RA||Traditional|N||Second Opinion® Pediatric
K243894|SG Endoscopy Pte Ltd|John Yeng Jie  Woo|79 Loyang Way||N/A||SG|508766|508766|12/18/2024|05/02/2025|SESE|GU|FGB|Summary|GU||Traditional|N||F88 URE-SD/RD Flexible Ureteroscope
K243896|Alcon Laboratories, Inc.|Tammy  Vu|6201 South Freeway||Fort Worth|TX|US|76134-2099|76134-2099|12/18/2024|04/28/2025|SESE|OP|OOE|Summary|OP||Traditional|N||LenSx Laser System (8065998162)
K243898|Nelson Environmental Technologies, Inc.|QuocHuy (Huy)  Nguyen|813 E. Fir Avenue||McAllen|TX|US|78501|78501|12/19/2024|04/11/2025|SESE|GU|MSY|Summary|GU||Traditional|N||Chlorine Sentinel II
K243921|Foshan COXO Medical Instrument Co., Ltd.|Zhaorong  Li|No.17,Guangming Ave ,New Light Source Industrial Base,|Nanha National High-tech Zone|Foshan||CN|528226|528226|12/20/2024|04/11/2025|SESE|DE|EBZ|Summary|DE||Traditional|N||LED Curing Lights (DB686 HALO)
K243927|Waldemar Link GmbH & Co.KG|Stefanie  Fuchs|Oststraße 4-10||Norderstedt||DE|22844|22844|12/20/2024|05/16/2025|SESE|OR|LZO|Summary|OR||Traditional|N||MobileLink Acetabular Cup System - inhouse coatings
K243934|Nexus Spine, LLC|Jared  Crocker|2825 East Cottonwood Parkway|Suite 330|Salt Lake City|UT|US|84121|84121|12/20/2024|04/30/2025|SESE|OR|OVD|Summary|OR||Traditional|N||Stable-L Lumbar Interbody System
K243936|StaClear, INC.|Jackson  Thornton|7250 ACC Blvd.||Raleigh|NC|US|27617|27617|12/20/2024|04/03/2025|SESE|HO|QLY|Summary|HO||Special|N||StaClear Syringe (SC250AN); StaClear Syringe (SC250LS); StaClear Syringe (SC250LL)
K243938|Scientia Vascular Inc|Bret  Draper|2460 South 3270 West||West Valley City|UT|US|84119|84119|12/20/2024|04/01/2025|SESE|NE|MOF|Summary|CV||Special|N||Aristotle 14 Guidewire; Aristotle 18 Guidewire; Aristotle 24 Guidewire; Zoom Wire 14 Guidewire; Aristotle Colossus Guidewire
K243942|Medivance, Inc.|Lauren  Valdes|321 South Taylor Avenue|Suite 200|Louisville|CO|US|80027|80027|12/20/2024|04/30/2025|SESE|CV|DWJ|Summary|CV||Traditional|N||Arctic Sun Stat Temperature Management System
K243943|TriMed, Inc.|Thomas  Arnold|27533 Avenue Hopkins||Santa Clarita|CA|US|91355|91355|12/20/2024|04/10/2025|SESE|OR|HWC|Summary|OR||Traditional|N||TriMed® Compression Screws
K243944|Goodman Co., Ltd.|Kanechika  Aida|5F KDX Nagoya Sakae Building|4-5-3 Sakae, Naka-ku, Nagoya|Nagoya||JP|460-0008|460-0008|12/20/2024|04/22/2025|SESE|CV|PNO|Summary|CV||Traditional|N||Aperta NSE PTA Balloon Dilatation Catheter
K243945|SurGenTec LLC|Guilherme  Pires|911 Clint Moore Rd||Boca Raton|FL|US|33487|33487|12/20/2024|04/24/2025|SESE|SU|KNW|Summary|GU||Traditional|N||ALARA BMA Neuro Access Kit (ALARA BMAN and ALARA BMAC Kit)
K243953|VizionFocus Inc.|Angus  Shih|No. 5, Renyi St., Zhunan Township||Miaoli County||TW|350|350|12/23/2024|04/10/2025|SESE|OP|LPL|Summary|OP||Traditional|N||Aurora (ocufilcon D) Soft (Hydrophilic) Daily Wear Contact Lens (Tinted, Color)
K243954|CIRCA Scientific, Inc.|Alice  Ouyang|14 Inverness Drive East, Suite H-136||Englewood|CO|US|80112|80112|12/23/2024|04/24/2025|SESE|CV|DYB|Summary|CV||Traditional|N||PeriCross™ Epicardial Access Kit
K243963|OrthoPediatrics Corp.|Yan  Li|2850 Frontier Dr.||Warsaw|IN|US|46582|46582|12/23/2024|04/29/2025|SESE|OR|HRS|Summary|OR||Traditional|N||Pediatric Plating Platform  Hip
K243966|FaceHeart Corp.|Dr. Meng Liang  Chung|PO Box 309, Ugland House||Grand Cayman||KY|KY1-1104|KY1-1104|12/23/2024|04/09/2025|SESE|AN|BZQ|Summary|AN||Traditional|N||FaceHeart Vitals Software Development Kit (FH vitals SDK-RR)
K243967|Global Protection Corp.|Christina  Cataldo|12 Channel Street||Boston|MA|US|02210|02210|12/23/2024|04/08/2025|SESE|OB|MOL|Statement|OB||Traditional|N||ONE Nitrile Condom
K243998|Institut Geroges Lopez|Prouteau  Matthieu|Parc Tertiaire du Bois Dieu|1 Allée des Chevreuils|Lissieu||FR|69380|69380|12/26/2024|04/25/2025|SESE|GU|KDN|Summary|GU||Traditional|N||DCX Disposable Cassette (DCX)
K244000|Shenzhen AOJ Medical Technology Co., LTD|Jack  Wang|Room 301&4F, Block A, Bldg A,ingfa Intelligent Manafacturing|Park Xiaweiyuan,Gushu Community, Xixiang Str Bao'an District|Shenzhen||CN|518126|518126|12/26/2024|04/30/2025|SESE|CV|DXN|Summary|CV||Traditional|N||Arm Blood Pressure Monitor (ARM-30A+);Arm Blood Pressure Monitor (ARM-30G2);Arm Blood Pressure Monitor (ARM-30Q);Arm Blood Pressure Monitor (ARM-30E+);
K244001|KARL STORZ SE & CO. KG|Thomas  Ostrowski|Dr.-Karl-Storz-Straße 34||Tuttlingen||DE|78532|78532|12/26/2024|05/02/2025|SESE|GU|FBO|Summary|GU||Traditional|N||KARL STORZ Cysto-Urethro-Fiberscope (11272CU1); KARL STORZ Cysto-Urethro-Fiberscope (11272C2)
K244008|Philips Medical Systems Technologies Ltd.|Rachel  Shalit|Advanced Technology Center, Building 34, MATAM||Haifa||IL|3100202|3100202|12/26/2024|05/16/2025|SESE|RA|JAK|Summary|RA||Traditional|N||Spectral CT
K244014|Abbott Point of Care Inc.|Brian  Ma|400 College Road East||Princeton|NJ|US|08540|08540|12/26/2024|05/02/2025|SESE|CH|CHL|Summary|CH||Traditional|N||i-STAT CG4+ cartridge with the i-STAT 1 System
K244020|Shenzhen Qianyu Technology Co., Ltd.|Guoyang  Li|Room 601, Han’s Technology Center. No.9988, Shennan Avenue,|Maling Community, Yuehai Street, Nanshan District|Shenzhen||CN|518000|518000|12/27/2024|05/01/2025|SESE|SU|OHS|Summary|SU||Traditional|N||Wrinkle Treatment Device (JM1, JM2B)
K244026|MicroAire Surgical Instruments, LLC|Glenn  Gerstenfeld|3590 Grand Forks Blvd||Charlottesville|VA|US|22911|22911|12/30/2024|04/25/2025|SESE|SU|QPB|Summary|SU||Traditional|N||PAL 7020 Console
K244033|Shenzhen Desida Technology Co., Ltd.|Shuangcheng  Yuan|5th Floor, Building A, Sanmin Industrial Zone, Shilongzai,|Shuitian Community, Shiyan Street, Baoan District|Shenzhen||CN|518109|518109|12/30/2024|05/16/2025|SESE|EN|BTA|Summary|SU||Traditional|N||Electric Nasal Aspirator (NASA601,NASA602,NASA603,NASA605,NASA606,NASA608,NASA610)
K244050|Apyx Medical Corporation|Angela  Huber|5115 Ulmerton Road||Clearwater|FL|US|33760|33760|12/31/2024|05/12/2025|SESE|SU|QPB|Summary|SU||Traditional|N||AYON Body Contouring System (AYON SYSTEM)
K250002|Life Spark Medical, LLC|Darryl  Zitting|2430 W 350 N||Washington|UT|US|84737|84737|01/02/2025|04/24/2025|SESE|AN|CCL|Summary|AN||Traditional|N||Smart Check O2 (MA0236)
K250009|Premium Plus (Dongguan) Limited|Jessica  Mao|Flat 101, No.122, Tianqiao Road, Changping||Dongguan||CN|523581|523581|01/02/2025|04/10/2025|SESE|DE|EBZ|Summary|DE||Traditional|N||LED Curing Light (C01-X, C02-X)
K250011|Turbett Surgical|Melissa  Conley|245 Summit Point Drive|Suite 2A|Henrietta|NY|US|14467|14467|01/02/2025|04/04/2025|SESE|HO|FRG|Summary|HO||Traditional|N||Turbett Surgical Instrument Pod (TS1500); Turbett Surgical Instrument Pod (TS1200); Turbett Surgical Instrument Pod (TS1000)
K250018|Gigaalaser Company Ltd.|Xinxing  Nie|B15-8F, Wuhan Hi-Tech Medical device park, #818 Gaoxin Road||Wuhan||CN|430206|430206|01/03/2025|04/01/2025|SESE|SU|GEX|Summary|SU||Traditional|N||Medical Diode Laser Systems (THEIA808)
K250029|Innovative Sterilization Technologies|Walter  Oko|7625 Paragon Road||Dayton|OH|US|45459|45459|01/06/2025|05/01/2025|SESE|HO|KCT|Summary|HO||Traditional|N||ONE TRAY® Sealed Sterilization Container System
K250030|Philips Ultrasound LLC|Irma  Sandoval-Watt|22100 Bothell Everett Highway||Bothell|WA|US|98021|98021|01/06/2025|04/28/2025|SESE|RA|IYN|Summary|RA||Traditional|N||Flash Ultrasound System 5100 Point of Care
K250033|Guangzhou Pinzhi Medical Technology Co., LTD|XianQing  Huang|Room 501/601-1, Unit 01, Building 2, Number 44,|Xiangshan Avenue, Ningxi Street, Zengcheng District|Guangzhou||CN|511356|511356|01/07/2025|04/07/2025|SESE|NE|NUH|Statement|NE||Traditional|N||Smart Pulse Relief (PZ-2622, PZ-2622T, PZ-2622E)
K250041|Zhengzhou PZ Laser Slim Technology Co., Ltd.|Junmei  Li|Room 201, 2nd Floor, Building 2, No. 52 Hongsong Road|High-tech Development Zone|Zhengzhou City||CN|450001|450001|01/08/2025|05/14/2025|SESE|SU|GEX|Summary|SU||Traditional|N||Medical Picosecond ND: YAG Laser System (PZ-6)
K250046|Shenzhen Urion Technology Co., Ltd.|Janice  Ou|Fl 4-6th of Bldg D, Jiale Science & Technology Indust Zn,No3|Chuang Wei Rd.,Heshuikou Community,MaTian St,GuangMing NewDi|Shenzhen||CN|518106|518106|01/10/2025|04/25/2025|SESE|PM|IRP|Summary|PM||Traditional|N||Air Compression Leg Massager (UM605, UM606, UM607, UM608,UM609,UM610, UM611, UM617)
K250053|Shenzhen Jiantuo Electronics Co., Ltd.|Jinliang  Zou|608, Block A, Zhuoyue Yulong Haoxuan, Xinyang Community|Shajing Street, Bao'an District|Shenzhen||CN|518104|518104|01/10/2025|05/09/2025|SESE|NE|NUH|Statement|NE||Traditional|N||TENS AND EMS (TENS and Muscle Stimulator) (JT8012, JT8012B)
K250058|Brain Electrophysiology Laboratory Company, LLC|Phan  Luu|440 E Broadway|Ste 200|Eugene|OR|US|97401|97401|01/10/2025|04/10/2025|SESE|NE|OLZ|Summary|NE||Traditional|N||NEAT 001
K250069|Comfort Rubber Gloves Industries Sdn. Bhd.|Sumathi  Saravana Sami|Lot 821|Jalan Matang|Matang||MY|34750|34750|01/10/2025|04/29/2025|SESE|HO|LYY|Summary|HO||Traditional|N||Powder Free Natural Rubber Latex Examination Gloves – Blue, Non-Sterile and Protein Claim Of 50 Micrograms per dm2 Or Less Protein
K250081|Dentsply Sirona|Laura  Sorbin|221 West Philadelphia Street Suite 60W||York|PA|US|17401|17401|01/13/2025|04/11/2025|SESE|DE|NHA|Summary|DE||Traditional|N||Atlantis® Abutments in Titanium
K250086|Ortoma AB|Anders  Hahn|Falkenbergsgatan 3||Gothenburg||SE|41285|41285|01/13/2025|05/16/2025|SESE|OR|OLO|Summary|NE||Traditional|N||OTS Hip
K250087|GE Medical Systems Ultrasound and Primary Care Diagnostics|Lee  Bush|3200 N Grandview Blvd||Waukesha|WI|US|53188|53188|01/14/2025|05/01/2025|SESE|RA|IYN|Summary|RA||Traditional|N||Vscan Air
K250094|Neuralynx, Inc.|Kelly  Moeykens|105 Commercial Drive||Bozeman|MT|US|59715|59715|01/14/2025|04/14/2025|SESE|NE|GYC|Summary|NE||Traditional|N||Atlas Stim Headbox (NK) (31-0601-0077); Atlas Stim Headbox (Touchproof) (31-0601-0089); Atlas Stim Headbox (HD) (31-0601-0132); ASHB FIBER OPTIC DUPLEX CONN 2m (31-0204-0001); ASHB FIBER OPTIC DUPLEX CONN 7m (31-0204-0002); ATLAS Stim Headbox Software (36-0301-0006); Atlas Headbox Interface Cable (NK) (31-0204-003); Atlas Headbox Interface Cable (Touchproof) (31-0204-004); Atlas Headbox Interface Cable (HD) (31-0204-005); Atlas Headbox Expansion Panel (31-0607-0014)
K250098|Davol Inc.|Becca  DeFrancia|100 Crossings Blvd||Warwick|RI|US|02886|02886|01/14/2025|04/09/2025|SESE|SU|FTL|Summary|SU||Traditional|N||Bard Soft Mesh; Bard Soft Mesh Pre-Shaped
K250099|Varian Medical Systems|Lynn  Allman|3100 Hansen Way||Palo Alto|CA|US|94304|94304|01/14/2025|05/16/2025|SESE|RA|IYE|Summary|RA||Traditional|N||Mobius3D (4.1)
K250110|Shenzhen Mindray Bio-medical Electronics Co., LTD.|Wei  Zhang|Mindray Building, Keji 12th Road South,|Hi-tech Industrial Park, Nanshan|Shenzhen||CN|518057|518057|01/16/2025|05/16/2025|SESE|RA|IYN|Summary|RA||Traditional|N||Diagnostic Ultrasound System (MX6); Diagnostic Ultrasound System (MX6S); Diagnostic Ultrasound System (MX6T); Diagnostic Ultrasound System (MX6 Exp); Diagnostic Ultrasound System (MX6 Pro); Diagnostic Ultrasound System (MX6 Super); Diagnostic Ultrasound System (MXG); Diagnostic Ultrasound System (Emerus MX6); Diagnostic Ultrasound System (Emerus MX6 Exp); Diagnostic Ultrasound System (Anesus MX6); Diagnostic Ultrasound System (Anesus MX6 Exp); Diagnostic Ultrasound System (Crius MX6);
K250112|Orthofix srl|Elvira  Taccarelli|Via delle Nazioni, 9||Bussolengo||IT|37012|37012|01/16/2025|04/10/2025|SESE|OR|HSB|Summary|OR||Traditional|N||FitboneTM Trochanteric
K250116|Shenzhen AOJ Medical Technology Co., Ltd|Jack  Wang|Rm 301&4F,Block A, Bldg A,ingfa Intelligent Manufacturing Pk|Xiaweiyuan, Gushu Community, Xixiang Street, Bao'an District|Shenzhen||CN|518126|518126|01/16/2025|04/24/2025|SESE|CV|DXN|Summary|CV||Traditional|N||Arm Blood Pressure Monitor (ARM-30H); Arm Blood Pressure Monitor (ARM-30J); Arm Blood Pressure Monitor (ARM-30K); Arm Blood Pressure Monitor (ARM-90B)
K250136|Globalcare Medical Technology Co., Ltd|Valentina  Sassi|No.7 Factory, European Industrial Park,|No. 39 Mid Industrial Main Road Xiaolan Town, Zhongshan City|Guangdong||CN|528415|528415|01/17/2025|04/08/2025|SESE|CV|DXN|Summary|CV||Special|N||Globalcare Blood Pressure Monitor (GUS610)
K250138|Prosum Medical Limited|Yanshen  Sun|Unit 14 Trade City Business Park, Cowley Mill Road||Uxbridge||GB|UB8 2DB|UB8 2DB|01/17/2025|04/02/2025|SESE|HO|QNQ|Summary|HO||Traditional|N||Small Volume 0.2mL Syringe
K250141|Austin Medical Ventures, Inc.|Austin  Brian|3012 Centre Oak Way, Suite 102||Germantown|TN|US|38138|38138|01/17/2025|05/16/2025|SESE|OR|MQV|Summary|OR||Traditional|N||Synthecure Synthetic Calcium Sulfate
K250146|Sofwave Medical Ltd.|Ruthie  Amir|1 Ha-Otsma St.||Yokneam Ilit||IL|2069200|2069200|01/21/2025|04/18/2025|SESE|NE|NGX|Summary|PM||Traditional|N||SofWave System
K250152|Shenzhen TPH Technology Co., Ltd.|Xiaoyan  Yang|Room 203, 2nd floor, 29th Building,|Lianchuang Technology Park, No.21 Bulan Road, Xialilang|Shenzhen||CN|518100|518100|01/21/2025|04/02/2025|SESE|OB|HGX|Summary|OB||Special|N||eufy Wearable Breast Pump S1 (T8D02) Model T8D02; eufy Wearable Breast Pump E10 (T8D03) Model T8D03; eufy Wearable Breast Pump S1 Pro (T8D04) Model T8D04; eufy Wearable Breast Pump E20 (T6060) Model T6060;
K250153|Neuhealth Digital Ltd.|Giovanni  Maggi|10 Fitzroy Square||London||GB|W1T 5HP|W1T 5HP|01/21/2025|04/25/2025|SESE|NE|GYD|Summary|NE||Traditional|Y||Neu Platform
K250155|Newclip Technics|Gaëlle  Gourbière|45 rue des Garottières||Haute-Goulaine||FR|44115|44115|01/21/2025|04/23/2025|SESE|OR|HRS|Summary|OR||Traditional|N||Xpert Knee
K250158|Zhe jiang Cleisman Industry and Trade Co.,LTD|Chongjie  Zheng|Workshop No.3,Xiaoweiyuan,Dongtuo Block ll,|Lishui High-tech Zone,Xinbi Street,Jinyun County|Lishui||CN|||01/21/2025|04/28/2025|SESE|PM|ITI|Summary|PM||Traditional|N||Electric Wheelchair (ZH-W001,ZH-W002 ,ZH-W003)
K250160|Mentice Spain S.L.|Héctor  Fernández|Rambla Catalunya, 53-55||Barcelona||ES|08007|08007|01/21/2025|05/06/2025|SESE|NE|PZO|Summary|RA||Traditional|N||ANKYRAS
K250161|Shenzhen AOJ Medical Technology Co., Ltd.|Jack  Wang|Room 301&4F, Block A, Building A, Jingfa Intelligent Manufac|cturing Park Xiaweiyuan, Gushu Community, Xixiang Street,|Shenzhen||CN|518126|518126|01/21/2025|05/02/2025|SESE|CV|DXN|Summary|CV||Traditional|N||Wrist Blood Pressure Monitor (AOJ-35A); Wrist Blood Pressure Monitor (AOJ-35B); Wrist Blood Pressure Monitor (WRS-35B); Wrist Blood Pressure Monitor (AOJ-35D); Wrist Blood Pressure Monitor (AOJ-35E); Wrist Blood Pressure Monitor (AOJ-35F); Wrist Blood Pressure Monitor (AOJ-35G); Wrist Blood Pressure Monitor (WRS-35G); Wrist Blood Pressure Monitor (WRS-35H); Wrist Blood Pressure Monitor (WRS-35K); Wrist Blood Pressure Monitor (WRS-35N); Wrist Blood Pressure Monitor (WRS-35P); Wrist Bloo
K250176|D.A.N.D. Metal Industries North Ltd|Yossi  Nahon|North P.O. B. 51||Migdal Tefen||IL|2495900|2495900|01/22/2025|04/21/2025|SESE|DE|DZE|Summary|DE||Traditional|N||DAND Dental Implant System
K250177|Philips Ultrasound LLC|Swetha  Paritala|22100 Bothell Everett Highway||Bothell|WA|US|98021|98021|01/22/2025|04/10/2025|SESE|RA|IYN|Summary|RA||Traditional|N||EPIQ Series Diagnostic Ultrasound System; Affiniti Series Diagnostic Ultrasound System
K250183|Zhuozhou Summer Star Technologies Co., Ltd|Lei  Yan|No. 502, Building 2, Junheyungu Industrial Park|Zhuozhou, Baoding|Zhuozhou||CN|072750|072750|01/22/2025|04/24/2025|SESE|SU|GEX|Summary|SU||Traditional|N||CO2 Laser System (CO2 Laser SST-L23)
K250189|AdvaLight APS|Amogh  Kothare|Industriparken 22A||Bellerup Hovedstaden||DK|DK-2750|DK-2750|01/22/2025|04/01/2025|SESE|SU|GEX|Summary|SU||Traditional|N||AdvaTx
K250198|LAON MEDI Inc.|Mina  Yun|60 Gwacheon-daero 7na-gil, Gwacheon-si, Gyeonggi-do, 13840|C-504|Gwacheon-si||KR|13840|13840|01/23/2025|04/23/2025|SESE|DE|PNN|Summary|DE||Traditional|N||Laon Ortho
K250206|Ivylaser (Beijing) Technology Co.,Ltd|Yuan  Xiujuan|Room 411, Building 3, No. 2 Shengfang Road, Daxing District||Beijing||CN|||01/24/2025|04/24/2025|SESE|SU|GEX|Summary|SU||Traditional|N||Diode laser system (Night Universe; Predator)
K250212|ARK Surgical|Stav  Tori|13 Wadi El Haj||13 Wadi El Haj||IL|1603611|1603611|01/24/2025|04/15/2025|SESE|OB|PMU|Summary|OB||Traditional|N||LapBox Power Tissue Containment System
K250213|Stryker Instruments|Dayana  Manganese|1941 Stryker Way||Portage|MI|US|49002|49002|01/24/2025|05/15/2025|SESE|NE|GXI|Summary|NE||Traditional|N||OptaBlate BVN Intraosseous Nerve Ablation System (10mm Probe Single Kit); OptaBlate BVN Intraosseous Nerve Ablation System (10mm Probe Dual Kit)
K250222|Belport Company, Inc., Gingi-Pak|Peng  Jingtian|4825 Calle Alto||Camarillo|CA|US|93012|93012|01/27/2025|05/07/2025|SESE|DE|PHR|Statement|DE||Traditional|N||SDF Pro
K250224|iSMART Developments LTD|Susan  D'Arcy|129 Green Lanes, Wylde Green||Birmingham||GB|B73 5LT|B73 5LT|01/27/2025|04/18/2025|SESE|SU|ONE|Summary|SU||Traditional|N||handLITE (TN19S)
K250226|Clarius Mobile Health Corp.|Agatha  Szeliga|205-2980 Virtual Way||Vancouver||CA|V5M 4X3|V5M 4X3|01/27/2025|05/08/2025|SESE|RA|QIH|Summary|RA||Traditional|N||Clarius Median Nerve AI
K250228|eSonic Technology (Wuhan) Co., LTD|Souquet  Jacques|Floor 7, Building B1, Block B, Phase II, High-tech Medical|Devices Park, No.818 Gaoxin Avenue, East Lake High-tech Deve|Wuhan||CN|430206|430206|01/27/2025|04/23/2025|SESE|RA|IYN|Summary|RA||Traditional|N||eHertz Functional Series Diagnostic Ultrasound System (eHertz C, eHertz E,  eHertz R, eHertz S)
K250253|Dongguan Boyuan Intelligent Technology Co.,Ltd|JinLong  Li|Room 801,Building 3, No.3 Kuiqiao Road, Puxin Lake,|Tangxia Town|Dongguan||CN|523719|523719|01/28/2025|05/06/2025|SESE|SU|OHT|Summary|SU||Traditional|N||IPL Hair Removal Device (KCA511/KCA516/KCA522)
K250256|AventaMed DAC|Keith  Jansen|Rubicon Centre|Rossa Avenue|Bishopstown||IE|T12 Y275|T12 Y275|01/28/2025|04/28/2025|SESE|EN|ETD|Summary|EN||Traditional|N||Solo+ Tympanostomy Tube Device (TTD), Solo+ TTD, Solo+ (Solo+ Tympanostomy Tube Handpiece (Catalogue #: 12115-100-000) and Solo+ Tympanostomy Tube Cartridge (Catalogue #: 12115-200-000))
K250262|GO-Pen ApS|Ole  Nielsen|Diplomvej 381|C/O DTU Science Park|Kongens Lyngby||DK|2800|2800|01/29/2025|04/24/2025|SESE|HO|FMF|Summary|HO||Traditional|N||GO-PEN®
K250270|Coloplast Corp|Vallabha  Tantry|1601 West River Road North||Minneapolis|MN|US|55411|55411|01/30/2025|04/17/2025|SESE|GU|EZD|Summary|GU||Special|N||Luja Set
K250274|bioMerieux, SA|Sophie  Quiblier|376 Chemin de l'Orme||Marcy L'Etoile||FR|69280|69280|01/30/2025|04/30/2025|SESE|MI|JWY|Summary|MI||Traditional|N||ETEST Imipenem/Relebactam P. aeruginosa (IRPA) (0.008/4-128/4 µg/mL)
K250276|Embolization Inc.|James  Kasic|5421 Western Ave.||Boulder|CO|US|80301|80301|01/31/2025|05/15/2025|SESE|CV|KRD|Summary|CV||Traditional|N||Nitinol Enhanced Device (NED)
K250282|A.T.S. Applicazione Tecnologie Speciali s.r.l.|Francesca  Pedretti|Via Alessandro Volta, 10||Torre de' Roveri||IT|24060|24060|01/31/2025|04/30/2025|SESE|RA|OWB|Summary|RA||Traditional|N||Persona C HR
K250289|Varian Medical Systems|Lynn  Allman|3100 Hansen Way||Palo Alto|CA|US|94304|94304|01/31/2025|04/25/2025|SESE|RA|JAQ|Summary|RA||Traditional|N||Intracavitary/Interstitial System
K250292|SkyDance Vascular, Inc.|Scott  Pease|3058 Millcreek Road||Pleasant Grove|UT|US|84062|84062|01/31/2025|05/02/2025|SESE|HO|FOZ|Summary|HO||Traditional|N||OSPREY Midline Closed IV Catheter System  (OspreyEDC-F20)
K250295|Dentsply Sirona|Laura  Sobrin|221 West Philadelphia Street|Suite 60W|York|PA|US|17401|17401|01/31/2025|04/30/2025|SESE|DE|NHA|Summary|DE||Traditional|N||Dentsply Sirona Titanium Bases system
K250296|Olympus Medical Systems Corp.|Seiko  Yunoki|2951 Ishikawa-cho||Hachiochi-shi||JP|192-8507|192-8507|01/31/2025|05/01/2025|SESE|GU|FDS|Summary|GU||Traditional|N||Disposable Distal Attachment D-201 Series
